Label,Label2,Text,Predictions
正面,非常正面,老實/講/不只/後/的/年輕人/更多/的/是/已經/出/社會/工作/的/中堅/青壯年/這/群/人/最/不/受党/的/控制/除了/高學歷/之外/思維/也/不見得/會/被/抗中/保台/這/種/政治/標語/給/洗腦/只有/死忠/的/才信/這/套/你/說/柯文哲/他/憑/什麼/贏/藍綠/除了/本身/個人/魅力/之外/更多/的/是/不/一樣/的/政治/思維/看看/藍/綠/民選/總統/都/多久/了/完全/就/是/換人撈/而已/實質/上/有用/的/政策/少/的/可憐/連/交通/法案/都/可以/擺爛/藍綠/不/倒/台灣/不會/好/啦/好/了/以下/開放/綠衛兵/批鬥,[0.982811   0.01718906]
負面,非常負面,對了/那/個/陳明通/啦/最好/也/查/一/查/到底/有/哪些/人/在/他/底下/寫/過/論文/通通/列出來/這樣/就/會/有/很多/人/要/重唸/研究所/了/拜託/這/個/也/查/一下,[0.00829089 0.9917092 ]
正面,稍微正面,民進黨/的/大撒幣/政策/實在/讓/人/很/心寒/確確實實/是/政策/買票/你/這樣/大撒幣/讓/讀/私立/大學/的/學費/跟/公立/大學/的/學費/差距/不大/你/讓/讀/國立/大學/的/同學/情何以堪/好好/讀書/只/為了/能/讓/大學/學費/低/一點/又/能/有/好/的/學歷/不/是/整天/在/高中/鬼/混讀/了/私立/大學/還可以/有/補助/重點/還是/納稅人/的/錢/為什麼/我們/納稅人/要/繳錢/讓/其他/人/去/讀/大學/你/讓/當初/因為/經濟/無法/讀/大學/無法/讀/高中/的/長輩/們/情何以堪/雖然/說/那/一/輩/無法/讀書/的/人/現在/也/可以/回去/領/補助/但是/人家/現在/都/幾/歲/了/要/養家活口/要/養/小孩/要/準備/退休/了/讀/那/個/大學/做/什麼/希望/各位/抵制/起來/讓/政府/把/錢/花/在/正確/的/地方/技職教育/嬰幼兒/補助/私立/大學/轉型/才/是/第一/要件/而/不/是/什麼/補助/錢/然後/什麼/都/不/幹/那/我們/要/政府/做/什麼,[0.8981108  0.10188927]
中立,中立,國民黨/高層/都/弄出/防柯/條款/了/就/不要/幻想/和/期待/有/任何/柯侯配/的/可能/了/即使/美麗島民調/柯侯/配會/民進黨/贏/賴清德/藍營/侯友宜/也/是/不可能/做到/當/柯/副手/大家/各自/努力/總統/選舉/就/注定/是/三咖/都/的/局面/郭/就算/衝破/連署/也/是/被/棄保/就/是/宋楚瑜/而已/不/影響/三/咖/都/的/大局,[0.4701129  0.52988714]
負面,非常負面,穩/有/很多/種/賴清德/這/種/穩坦白/說/就是/死水/一/潭/各/種/行政/資源/錢/一直/灑/支票/一直/開/還/有/側翼/狗仔/幫忙/亂咬/人/結果/民調/就/是/死死/的/鎖/在/哪裡/不/上不下/簡單/說/就/是/天花板/已/到/畢竟/會/被/洗腦/的/死忠/早/就/都/洗完/了/只/能/求/神/拜佛/希望/後面/的/人/追慢/一點/了,[0.02790232 0.9720977 ]
正面,非常正面,踢糗/之/銘言/我/就/直說/了/民進黨/跟/賴功德/這/個/大/撒幣/政策/根本/就/是/傻/了/資源/分配/不均/不/代表/你/應該/這樣/大撒幣/我/自己/很多/後段/私大/的/朋友/根本/也/不/喜歡/唸書/被/逼/著/硬/去/大學/混/四/年/現在/給/了/他們/更/好/的/理由/反正/有錢/領去/玩/個/四/年/明明/大家/都/知道/的/事/為什麼/執政黨/不/知道/還是/只是/硬/要/想/辦法/發錢/我/今天/絕對/支持/你/補助/學生/但是/錢/要/花/在/刀口/上/要/花/在/真的/有/打算/好好/學習/卻/因故/無法/的/人/你/要/有/相對/的/表現/補助/才/有/意義/不然/這樣/齊頭式/的/平等/我/還/以為/回到/五十/年/前/的/教育/政策/了/還/有/臉/說/不/是/在/政策/買票/笑死/其實/說反/了/國立/大學/之所以/便宜/是/因為/被/補助/而/私立/沒/被/補助/要/打破/國私立/的/差異/就/要/連/國立/都/不/補助/但/這樣一來/票/會/更少/所以/連/私立/一起/補助/我/個人/是/覺得/還可以/雖然/大學/不一定/要/讀/但/至少/學生/不會/因為/要/讀/便宜/的/國立/就/亂選系/我/個人/是/覺得/最/瞎/的/還是/公私立/高中/全/補助/能/想像/讀/美國/學校/薇閣/的/學生/免/學費/嗎/他們/應該/會/偷笑/死,[0.92472684 0.07527316]
正面,稍微正面,以前/可以/靠/唸書/階級/流動/所以/補助/一些/沒/錢/唸書/的/人/讓/他們/有/機會/往/社會/上/爬現/在/資訊/發達/補助/那些/後段/私校/結果/出來/領當/的/低端/浪費/錢/而已,[0.6381136  0.36188635]
正面,非常正面,還債/整吃儉用/能/幹嘛/討厭/人家/大撒幣/你/先/搞/一/套/方法/撒/在/該/撒/的/地方/有/人/說/勞保/負債/兆/要/倒閉/前/陣子/一/堆/人/一/次/領/傻子/被/騙兆/每/個/人才/負債/萬小/數目/負債/來到/人均兆/才/要/擔心/了/台灣/其實/有錢/到/社會/福利/可以/做/的/跟/歐洲/國家/一半/沒/工作/發/個/萬/但/有/必要/嗎/沒/必要/只/領/錢/閒閒/沒/事/做/最後/只/會/變成/抗議/大軍/不如/讓/你/當/房奴/乖乖/上班/乖乖/當/奴隸,[0.9518454  0.04815463]
負面,非常負面,中國人/為什麼/會/想來/台灣/手機/大陸/小米/都/比/台灣/便宜/電腦/同樣/華碩/宏_/中國/規格/好/又/比/台灣/便宜/衣服/也/是/便宜/一/堆/人/從/淘寶/買回來/汽車/更/不用說/配備好/又/更/便宜/搞/得/一/堆/人/想/移民/過去/了,[0.00211662 0.9978834 ]
正面,非常正面,聽說/蔡璧如/為了/參選/去/微/整形/割/雙眼皮/不/是/被/打到/黑青/的/啦/陳亭妃/一/段/時間/沒/看到/了/怎麼/也/整/了/這/有/像/壁爐/吧,[0.9726247  0.02737528]
負面,非常負面,這/個/喔/有意思/的/是/票/會/增/還是/減年/大專院校/公立/萬私立/萬一年/公立/約/萬私立/萬/所以/其實/差距/不會/很/大/你/說/了/一/堆/教育/平權/打破/階級/但是/公立/族群/會不會/變成/肚爛票/下/次/便/知/分曉/嘻嘻/另外/如果/再/看/以後/多/當/個/月/義務役/雖然/月薪/漲到/兩萬六/但/以/平均/薪資/四萬六/來/看/等於/公立/倒賠/萬私立/倒賠萬/所以/倒底/是/政策/買票/還是/政策/送/票/還/很/難/講/啊/個人/建議/柯/不要/跟/福禍/難/料/啊/嘻嘻,[0.00659731 0.99340266]
正面,非常正面,當初/侯/去/政大/演講/時/不/是/有/一/批/學生/去/抗議/還/嗆/畫侯/爛狂/騙票/孩子/中毒/不/重要/現在/這/批/人/呢/後來/也/才/有/侯/講出/居心叵測/之前/你們/罵/侯慢/現在/又/罵/侯快/結果/根本/就/是/烏龍/一/場/這/件/事/連/國外/都/有/報導/可以/為/了/選舉/顛倒/是非/不惜/傷害/台灣/聲譽/嗎,[0.96787596 0.03212399]
正面,非常正面,明明/當初/海基會/都/寫/服貿/沒/開放/大陸/勞工/側翼/還是/要/繼續/造謠/服貿/有/開放/大陸/勞工/這/種/惡意/帶/風向/真的/太/過份/了,[0.99769396 0.002306  ]
負面,稍微負面,大家/說/民進黨/沒有/年輕票/但/看/了/美麗島民調/發現/賴清德/在/柯粉/大本營/竟然/還/有/民調/支持度/厚厚/在/歲掉/到/個位數/柯文哲/破/四成/在/這/個/柯粉/大本營/竟然/賴清德/還/有/很/意外/歲/這/個/族群/大部分/人/為了/生活/在/職場/奮鬥/賴清德/在/這/個/年齡層/支持度/都/有/歲/以上/有/高/支持度/整體/而言/賴清德/在/各/年齡層/的/支持度/算/比/其他/兩/位/平均/柯文哲/在/歲/以下/超過/四成/支持率/但是/隨著/年紀/增長/逐漸/下滑/到/歲/以上/已經/沒/多少/支持度/甚至/歲/以上/只有/個位數/侯友宜/則/是/在/歲/佔有成/支持度/但/年輕/族群/支持度/剩下/個位數/整體/來/說/賴清德/在/各/年齡層/支持度/平均/覺得/很/可怕/現在/賴清德/只/剩下/歲/支持度/不到/三成/難怪/要/私大/學生/補助/補足/賴清德/最/弱勢/的/部分/但/再/弱勢/也/有/近/三成/歲/支持/賴清德/但/網路/上/看/不/到/歲/有/挺/賴/的/感覺/柯文哲/現在/要/趕快/補足/歲/以上/的/選票/如同/賴清德/要/補足/歲/以下/一樣,[0.33663672 0.6633633 ]
中立,中立,剛剛/看/了/泰緬/孤軍/傾盆大雨/中/入祀/忠烈祠/心/裡/相當/激動/當年/這些/前線/將士用/生命/用/血肉/去/拼搏/忠於/國家/不計/生死/但/現在/的/國是/什麼/國/執政/當局/縱容/詐騙/貪污/遮掩/自身/錯誤/運用/媒體/行政/資源/做/自身/的/宣傳/造勢/完全/罔顧/人民/福祉/一心/為/私利/槍口/對/內/指/著/在野黨/檢討/分化/自己/的/人民/氣節/風骨/在/執政/當局/疫苗/採購/封存/三十/年/選舉法辦/競爭/對手/之下/蕩然無存/忠烈祠/英靈/們/請/懲罰/這樣/外交/無能/內政/失能/分化/國人/進行/內/耗/賣/台/的/當局/賞/他們/大敗/以/振民心/也/祝福/綠營/選舉/醜聞/不斷/執政/持續/漏洞/百出/心/中/沒有/國家/沒有/愛國心/有/什麼/資格/治理/這/個/國家/每/日/發文數/上限/為/篇/自刪/與/板主/刪除/同樣/計入/額度/發文/內/文/請/滿/字,[0.44586837 0.55413157]
負面,稍微負面,同理心/之/銘言/引述/之/銘言/如題/剛剛/看到/朋友/分享/你/他媽的/以上/那/張/圖/很/明顯/是/中央/廚房/造謠圖/你/他媽的/對岸/正式/北大/和/清大/畢業生/你/時薪/二十/塊/三十/塊/可以/請到/我/他媽的/我/跟/你/同/姓名/你/他媽的/先/自己/去/看看/北大/和/清大/世界/排名/直接/海拋/台大/排名/你/他媽的/你/一/個/台大/畢業生/一/個/月/月薪/五萬六萬/就/不/太/想/做/了/你/覺得/北大/清大/會/想/做/人家/還/寧願/去/他國/外資/上班/還/會/想/做/這/種/鳥/薪資/確實/對岸/一/推/可是/這/種/在/對岸/很多/都/是/高薪/就/好比/像/台/一樣/工時/小時/以上/年薪/一兩百萬/同樣/一/個/道理/如果/你/說/是/對岸/國中/高中/的/人/時薪/二十三十/塊/我/確實/相信/沒辦法/對岸/人數/多/競爭/壓力/很/大/所以/二十三十/塊/還/有/大家/目前/只/看到/服貿/可能/帶來/情況/可是/有/看到/貨貿/嗎/還/有/額外/投資/嗎/沒有/台灣/自/估服/貿貨貿/可以/帶來/光/是/關稅/就/能/賺/一百多億/美金/利潤/了/還/沒/算出/可能/帶來/投資/效應,[0.22624235 0.7737577 ]
中立,中立,侯老三/這/個/沒/料仔/請/了/一/個/深藍/最/討厭/的/總教練/來/鞏固/基本盤/真的/是/病急/亂投/醫侯/沒/料/也/不/需要/等到/了/現在/可以/直接/宣布/敗選/了/沒/那/個/格局/硬/要/選/只是/為何/朱立倫/王金平/那麼/討厭/金溥聰,[0.53142977 0.46857026]
負面,稍微負面,省/省/吧/大學/不/是/每/個/人/都/能/讀/能/讀/還/能/畢業/的/已經/榮登/貴族/階層/的/時代/早/就/一/去/不復/返/了/賴清德/政策/是/不/改革/學歷/至上/現狀/的/最佳/解除/了/基層/粗工/以外/很多/公司/的/看到/履歷/沒有/大學/學士/畢業/就/直接/略過/下/一/個/連/個/行政職/這/種/不/需要/專業/教育/的/都/只/面試/大學/以上/畢業生/高中生/立志傳/早/就/隨著/人手/一/張/大學/畢業/證書/的/時代/躺進/墳墓/了/現代/連/公司/內/升遷/都/看/學歷/因為/長官/懶得/一個個/面試/員工/補助/私校生/但是/產業界/問題/維持/現狀/是/最/溫和/做法/如果/想要/治本/就/是/立刻/逼退/品質/不良/大學/強制/其/結束/營業/或/降等/回/五專/技術/學院/讓/大學/錄取率/重新/回到/以下/還要/恢復/所有/公立/學校/二一/退學/制度/讓/產業界/的/沒有/足夠/的/大學生/可以/選/自然/必須/重新/考慮/面試/招募/高中生/以下/不過/這/種/做法/下/次/不用/想/選/了/而且/原本/抱怨/大撒幣/的/絕對/會/改/靠腰/不顧/莘莘學子/情感/阻斷/大學/夢/權貴/傲慢/因為/問題/本來/就/不/是/大撒幣/而是/民進黨/藍白/目標/就是/報復/和/徹底/瓦解/民進黨/把/蔡/政府/要員/送上/法庭/丟進/監獄/還/不/就是/柯文哲/那些/人/還/在/對/器摘/念念不忘/堅持/無意義/的/復仇/藍營/到/現在/還/想/推翻/早已/過去/的/太陽花/重新/定義成/文革式/叛亂/政變/活/在/過去/天天/想/復仇/的/人/真的/醜惡/到/不行/坐/等/藍白粉/氣炸/公審,[0.38035837 0.6196416 ]
負面,非常負面,如/題/社會/福利/不/就/是/為了/要/幫助/真正/需要/幫助/的/人/嗎/那/跟/累進/稅率/一樣/設/個/累進/補助/標準/不/就/可以/有效/幫助/需要/幫助/的/人/了/當然/有/人/會/說/像/低收入戶/有/些/也/是/有錢/到/不行/亂/申請/的/但/我/相信/這/比例/一定/有限/比起/無/差別/亂/撒幣/有/排富/準則/下/的/補助/花費/一定/少/上/許多/相信/也/會/更/有/餘力/幫助/更/需要/的/人/我/知道/如果/只/補助/弱勢/的/票/一定/不/夠/啦/但/我/只/好奇/這/政策/還/有/轉圜/的/餘地/嗎,[0.04085531 0.95914465]
正面,稍微正面,猴猴/選輸/可以/快樂/的/回/新/北/猴猴/做/事情/藍委/選輸/自己/花/了/幾千萬/輸掉/回家/吃/自己/這樣/公平/嗎/為什麼/猴猴/不能/替/藍委/好好/想/一/想/讓/別/黨/的/候選人/幫忙/站台/這樣/公平/嗎/猴猴/可以/再/自私/一/次/嗎,[0.8608387  0.13916127]
負面,稍微負面,整天/吹/這/個/所以/意思/是/說/把/柯/歸類為/藍/的/囉/要/打破/藍綠/的/人/現在/要/靠/藍票/奪/大位/所以/柯/拿到/好處/以後/不用/回饋給/高靠/著/棄保/撿到/市長/誰/知道/地方/派系/有沒有/拿到/什麼/利益/還/有/柯/是/你/爸爸/還是/阿公/憑/什麼/要/棄/別人/去/保/他/自許/最/有/水準/的/柯粉/或是/藍粉/原來/為了/打倒/某/個/顏色/可以/毫無/原則/以前/我們/講/棄保/是/建立/在/兩/者/同/性質/例如/國民黨/新黨/或是/國民黨/親民黨/如果/藍白/合作/棄保/反而/更加/讓/人/覺得/民眾黨/是/藍色/的/吧,[0.39008865 0.6099114 ]
負面,非常負面,要/大量/買/碎紙機/了/嗎/要/買/很多/麥克筆/去/塗黑/了/嗎/彭文政/今天/會/開始/支持/柯文哲/了/嗎/這樣/會/多/吸/一點/票/嗎/感覺/支持/這/兩/件/事情/的/人/本來/就/會/投給/柯/啊/引述/桶桶泥/之/銘言/震驚出/大事/了/柯文哲/接受/廖筱君/的/訪問/柯文哲/說/蔡英文/的/論文門/和/高端/資料/都/要/解密/太/好/了/只要/柯敢/打/論/文門/韓粉/和/深藍/的/票/就/不會/回去/藍營/了/會/死忠/追隨/柯文哲/柯文哲/要/去/查/蔡英文/的/論文/門/了/徐巧芯/也/說/過/當/立委/要/去/查/論文門,[0.00313185 0.9968682 ]
中立,中立,之/銘言/以前/還/能/說/嘴/讓/柯/當選/總統/又/如何/民眾黨/立委/不/多柯/等於/是/傀儡/總統/結果/人民/給/民進黨/全面/執政/機會/結果/該/做/沒/做/該/修法/沒/修/只/會/通過/對/黨/有利/法案/民進黨/是/不/是/證明/全面/執政/沒/比較/好/誰/說/民進黨/執政/沒/比較/好/有/的/人/很/滿意/誰/說/執政/者/要/照顧/所有人/只要/照顧/的/人/就/好/同樣/的/資源/發給/所有人/跟/只/發給/的/人/當然/是/只/發給/特定人/大家/賺/比較/多/而且/也/比較/容易/選上/沒/選上/就/沒/資源/當然/會/支持/發給/我/資源/的/人/只有/笨蛋/才/會/照顧/所有人/照顧/所有人/沒有/照顧/發給/所有人/就算/你/沒/選上/我/還是/有/資源/那/幹嘛/支持/你/這/才/是/政治/的/現實面,[0.589864   0.41013598]
正面,非常正面,如/題/剛剛/看到/朋友/分享/服貿/一/開放/大陸/勞工/進來/薪水/連/基本/時薪/都/不/到/台灣/老闆/肯定/請/他們/也/不會/請/台灣/年輕人/為/啥/這樣/還/一/堆/年輕人/挺/柯/大家/都/很/有/競爭力/嗎/有沒有/掛,[0.9194855  0.08051443]
負面,非常負面,是/個/變色龍/整/天/像/光三/原色/依樣/無限/變/你/有/變/我/懂/我/有病/誰/沒有/誰/沒有/罪/我/知道/有/人/是/他/的/不要臉/但是/說/沒有/罪/的/人/只要/有罪/的/人/每/個/人/石頭/一/人/一/個/只要/你/沒/死/讓/你/就/沒/罪/吃/我/給/你/唯一/的/就/是/你/不管/募到/多少/錢/就/捐出去/幫助/真正/的/弱勢/不過/我/知道/你/只是/政客/每/日/發文數/上限/為/篇/自刪/與/板主/刪除/同樣/計入/額度/發文/內/文/請/滿/字,[0.01821874 0.98178124]
負面,非常負面,看/了/一下/才/知道/美麗島民調/還/有/做/一/題/關於/民眾黨/好感度/的/變化/民眾/對於/民眾黨/的/好感度/跟/今年/月/相比/飆升/了/反感度/反而/下降/了/奇怪/這/跟/我/在/政黑/看到/的/風向/應該/是/倒過來/才/對/你/各位/政黑綠粉/們/怎麼/看,[0.08323271 0.9167673 ]
負面,非常負面,目前/情況/跟/三國/時期/很/相似/民進黨/大概/就/是/曹魏/人才/兵力/濟濟/打敗/前/朝/吞併/大量/土地/及/資源/民眾黨/就/像/靠/本來/在/曹操/底下/做/事/的/劉備/最後/自己/起家/還/背骨/國民黨/就/東吳/資源/也/不/差/在/地方/很/有/勢力/但/想/進攻/中原/就/頻頻/吃/土/上/一/戰/像/赤壁/民眾黨/聯合/國民黨/借/了/新竹/打贏/了/一/場/選戰/後來/就/真的/形成/三/分/天下/雖然/曹魏/元氣/大傷/還是/資源/兵力/最多/的/一方/而/三/國/最後/的/結果/就/是/由/曹魏/的/司馬家/奪/權/勝出/大概/就/像是/賴清德/帶領/的/新/潮流/註定/歷史會/重演/的,[0.02684729 0.97315264]
負面,非常負面,柯我/現在/下/一/個/目標/是/把/民進黨/打垮/柯文哲/癌/末/小/故事/講到/哽咽/談/生死/哲學/全/場/笑/中/帶/淚/推薦/的/影片/前面/一/整/段/都/是/很/溫馨/故事/中間/講到/癌/末/不/被/各/科/醫生/接收/的/那/段/令/人/揪心/我/自己/也/默默/地/落淚/直到/影片/最/末端/說/要/把/民進黨/打垮/時/現場/一/片/歡呼/希望/明年/可以/如願以償/見證/奇蹟,[0.00165019 0.9983498 ]
正面,稍微正面,為什麼/不/排富/因為/他們/稅繳/的/比較/多確/沒有/相關/福利/當然/會/不/爽/去/媽寶版/看/之前/育兒/津貼/還/有/排富/時/一/堆/人/抱怨/領/不/到/錢/現實/我/也/有/認識/夫妻/年薪/破/也/在/抱怨/沒有/育兒/津貼/臺灣/一/堆/政府/無法/統計到/收入/很/高/的/人/同樣/領/補助/當然/不滿,[0.84030557 0.1596945 ]
中立,中立,讀書/不/是/唯一/讀/不/讀/大學/也/跟/聰不/聰明/沒有/關係/我/可以/想到/一百/個/很/優秀/的/人/沒/讀/大學/的/例子/更/別/說/優秀/的/定義/也/有/百百/種/如果/讀/大學/對/你/來/說/不/是/自願/的/學/的/東西/沒/興趣/甚至/跟/以後/工作/也/沒有/關係/卻/還/有/人/硬/要/把/大學/文憑/塞到/你/嘴/裡/然後/告訴/你/這/是/正常/的/不/支持/的/人/都/是/歧視/你/擴大/階級/差距/這些/人/心/裡/可能/才/是/最/歧視/最/瞧不起/你/的/人,[0.41724437 0.5827557 ]
負面,非常負面,之/銘言/如題/社會/福利/不/就/是/為了/要/幫助/真正/需要/幫助/的/人/嗎/那/跟/累進/稅率/一樣/設/個/累進/補助/標準/不/就/可以/有效/幫助/需要/幫助/的/人/了/當然/有/人/會/說/像/低收入戶/有/些/也/是/有錢/到/不行/亂/申請/的/但/我/相信/這/比例/一定/有限/比起/無/差別/亂/撒幣/有/排富/準則/下/的/補助/花費/一定/少/上/許多/相信/也/會/更/有/餘力/幫助/更/需要/的/人/我/知道/如果/只/補助/弱勢/的/票/一定/不/夠/啦/但/我/只/好奇/這/政策/還/有/轉圜/的/餘地/嗎,[0.0609062 0.9390938]
負面,非常負面,顏公子/很/熱情/的/接待/柯/我們/朱朱/說/這/沒有/違反/黨紀/因為/顏公子/是/廟方/接待/是/不/是/只要/有/廟/的/藍委/就/能/蹭/柯/解套/了/最近/會不會/有/藍委/認領/廟宇/潮拜廟/拜起來/阿,[0.00128959 0.9987104 ]
負面,非常負面,柯文哲/可是/很/拼命/的/這/個/老人/能/騎/一/日/雙塔/一/日/北/高/從/被/人/嘲笑/到/現在/年輕票/幾乎/都/被/他/拿走/了/還/有/半/年/開始/往/高/年齡層/搶票/他/很/聰明/的/照/這樣/下去/他/會/成為/推翻/民進黨/的/非/綠共主/棄保/效應/本來/就/會/出現/了/他/第二/次/市長/選舉/就/是/棄保/才/當選/的/高虹安/才/是/後來/的/例子/哥布林/趁/現在/趕快/笑/哦/最後/可能/笑/不/出/了/顆顆,[0.00692663 0.9930734 ]
負面,稍微負面,之/銘言/如題/剛剛/看到/朋友/分享/服貿/一/開放/大陸/勞工/進來/薪水/連/基本/時薪/都/不/到/台灣/老闆/肯定/請/他們/也/不會/請/台灣/年輕人/為/啥/這樣/還/一/堆/年輕人/挺/柯/大家/都/很/有/競爭力/嗎/有沒有/掛/可是/人家/中華民國/海基會/說服/貿/沒有/開放/陸勞耶柯文哲/說/的/明明/就/和/政府/的/一模一樣/塔綠班/卻/不/認/政府/的/帳/對了/海基會/網站/維修好/了/嗎好了/之後/應該/不會/出現/什麼/改變/吧,[0.20143415 0.7985658 ]
負面,稍微負面,之/銘言/如題/剛剛/看到/朋友/分享/服貿/一/開放/大陸/勞工/進來/薪水/連/基本/時薪/都/不/到/台灣/老闆/肯定/請/他們/也/不會/請/台灣/年輕人/為/啥/這樣/還/一/堆/年輕人/挺/柯/大家/都/很/有/競爭力/嗎/有沒有/掛/那/你/不會/自己/當/老闆/請/十/個/大陸仔/喔/大陸仔/時薪/才/塊/耶/看/是/要/去/賣/鹹酥機/還是/滷味/阿反正/隨便/賺/什麼/你/說/餐飲業/早/就/開放/陸資/了/大陸仔/怎麼/還/沒/過來/沒辦法/啊/阿有/些/哥布林/就/好/騙/是/誰/我/就/不/說/了/省/的/一/狗/票哥/布林/對號/入座/說/個/笑話/台灣/自己/創業/只要/去/刻/個/公司章/就/可以/了/清華/時/薪塊/還要/先/搞/台幣/六百萬六百萬/耶時/薪塊/要不/吃/不/喝/賺/一/輩子/才/有/吧/台灣/連/乞丐/的/起點/都/贏/清華/六百萬/耶/他們/過來/就/只/能/一輩子/當/台灣人/奴隸/了/吧/我/就/問/你/怎麼/輸/啦/可能/哥布林/怕/自己/連/台灣/乞丐/都/不如/啦/前提/是/對岸/真的/會/過來/啦/別/幻想/了/現在/知道/為/啥/民進黨/被/當/白痴/看/了/講/的/話/比/白癡/還/幹/差點/沒/笑死,[0.2747062  0.72529376]
正面,非常正面,要/競爭/才/會/進步/當然/全面/支持/大陸/同胞/來/台灣/一起/競爭/沒/競爭/大家/都/變成/廢物/了/支持/服貿/讓/兩岸/一起/發揮/最/高/競爭力/邁向/世界/台灣/如果/還/鎖國/過不了/三十/年/早/就/倒/了/如果/讓/民進黨/持續/執政/繼續/鎖國/可能/提前/年/就/倒/了/因為/還/有/灑幣/引述/之/銘言/如題/剛剛/看到/朋友/分享/服貿/一/開放/大陸/勞工/進來/薪水/連/基本/時薪/都/不/到/台灣/老闆/肯定/請/他們/也/不會/請/台灣/年輕人/為/啥/這樣/還/一/堆/年輕人/挺/柯/大家/都/很/有/競爭力/嗎/有沒有/掛,[0.9252102  0.07478982]
負面,非常負面,我/不/太/懂/竟然/還/有/人/在/說/要/排富/要/耗費/很多/行政/資源/是/不/是/不/知道/有/個/明確/的/名詞/叫做/可/支配/所得/係/家庭/全部/所得/收入/扣除/非/消費性/支出/例如/利息/社會/保險/保費/稅金/罰款/及/禮金/等/後/實際/可/自行/運用/之所得/其/計算/公式/為/可/支配/所得/所得/收入/總計/非/消費/支出/消費/儲蓄/如/下/圖/車貸/是/你/自己/要/扛/的/但/房貸/利息/是/可以/報/的/個人/所得稅/中/很多/支出/都/是/可以/報/的/所以/排富/可以/把/用/現行/只/看/家庭/年收/的/方式/改成/用/報稅/資料/計算/之/每/筆/資料/都/會/特別/的/完整/這樣/有/需求/的/家庭/就/很/簡單/可以/被/算出來/很多/人/最/喜歡/講/的/就/是/什麼/菜市場/賣/菜/的/老闆/用/現金/交易/的/都/沒有/收入/還不是/一樣/可/領/補助/我/想/請問/這/人數/有/多少/萬/還是/萬/人/而且/所有/政府/機關/效率/最/好/的/就/是/國稅局/除了/少數/真的/非常/厲害/的/逃稅/者/國稅局/通常/是/最/不/手軟/的/不手軟到/連/一般/乖乖/的/都會/重傷/改變/補助/條件/就/可以/輕鬆/排富/從/現行/低收/中/低收/證明/改成/實質/報稅/資料/扣除/利息/支出/怎麼/會/耗費/極/大/成本/不/做/而已/每/日/發文數/上限/為/篇/自刪/與/板主/刪除/同樣/計入/額度/發文/內/文/請/滿/字,[0.05902808 0.94097185]
中立,中立,民進黨/八/年/讓/解放軍/過/台灣海峽/中線/主權/可以/丟服/貿/卻/寸步不讓/服貿/一/過/兩岸/恢復/交流/民進黨/的/芒果/干亡/國感/就/不用/賣/了/一定/全力/阻止,[0.5473989  0.45260105]
負面,稍微負面,我/先/講/現在/的/人選/郭/如果/有/進場/我們/再/談/侯柯賴/三/個/這/局/沒有/郭/然後/非/綠/是/一/組/其實/比賽/就/結束/了/賴獨/拿/綠營/選票/這/沒有/問題/加上/灑幣/執政/優勢/跟/對比/嘴砲/柯文哲/的/國政/高度/在/柯侯/不可能/棄保/對方/的/情況/下/柯文哲/缺乏/團隊/本身/的/墨綠/意識/型態/和/輕蔑/的/講話/口吻/拿不到/太多/藍票/而/侯友宜/只/能/拿/藍色/基本盤/總統/賴清德/當選/幾乎/是/定局/倒是/立委/選舉/柯文哲/的/目標/是/三/黨/不/過半/但/以/賴清德/過去/的/風格/都/不能/忍受/李全教/了/更/不會/希望/立法院/被/藍白/控制/我/認為/他/未來/的/目標/應該/會/像/輔選/郭國文/跟/輔選/蔡培慧/那樣/硬/拼拼/到/國會/過半/尤其/侯友宜/選會/讓/藍軍/的/投票率/下降/拼/過半/的/機率/不/是/完全/沒有,[0.16298701 0.837013  ]
正面,稍微正面,餓死/抬頭/現在/柯昌館/聲勢/正旺/在/服貿/相關/議題/上/有/失分/都/是/板/上/說/的/實際/上/好像/也/沒/什麼/影響/網軍/出征/出征/到/瑩真/律師/都/生氣/連/資料/都/不會/查/瑩真/律師/這/一/支/影片/下來/柯文哲/的/年輕票/會/少/嗎/有沒有/噴,[0.6543354 0.3456646]
正面,稍微正面,賴品妤/歲/夜間部/學歷/每/次/秀/談戀愛/新聞/空降/立委/當/了/萊豬/核食/高端/審查/等/黨意/立委/四/年/廖先翔/歲元/智電機/工程/學系/政大/行政/管理/碩士/屆/新北市/議員/這/兩/人/有/智商/的/會選/誰,[0.7502696  0.24973038]
負面,稍微負面,侯友宜/八成/是/選/不/上/總統/那麼/柯文哲/當選/和/賴清德/當選/哪/一/個/對/國民黨/來/講/比較/可怕/啊/還是/說/有/沒/有/哪/一/個/上來/可能/會/導致/國民黨/滅黨/危機/的/有/沒/有/政黑/深藍/版友/來/說明/一下,[0.35119304 0.6488069 ]
負面,稍微負面,小英/的/大本營/屏東/潮州/總共/問/了/人/賴柯侯/賴清德/不負眾望/屌虐/另外/兩/位/另外/比較/有趣/的/幾/位/民眾/陸/配有/投票權/主持人/問/這/三/位/認得/誰/說/一/個/都/不/認得/只/認/黨/越/配有/投票權/說/民進黨/很/照顧/東南亞人/新/南向/政策/發威/韓粉不投侯/改投/柯/因為/感覺/侯/跟/韓/有/嫌隙/如果/柯/當選/才/會/找/韓/入閣,[0.25832602 0.741674  ]
